prov,year,ind,ls,w,we,ws,wg,al
甘肃省,2017,66,0,0,0,1,1,1
山西省,2008,13,0,0,1,1,0,0
山西省,2009,13,0,0,1,0,1,0
山西省,2010,13,1,1,1,1,1,1
山西省,2011,13,0,1,1,1,1,0
山西省,2012,13,0,1,1,1,1,0
山西省,2013,13,0,1,1,1,1,0
山西省,2014,13,1,1,1,1,1,1
山西省,2015,13,1,1,1,1,1,1
山西省,2016,13,0,1,1,1,1,0
山西省,2017,13,0,1,1,1,1,0
山西省,2018,13,0,1,1,1,1,0
山西省,2019,13,0,1,1,1,1,0
山西省,2020,13,1,1,1,1,1,1
山西省,2021,13,1,1,1,1,1,1
山西省,2022,13,0,0,1,1,0,0
黑龙江省,2022,45,0,1,1,1,1,0
湖北省,2016,46,0,1,1,1,1,0
湖北省,2017,46,0,0,0,0,0,0
湖北省,2018,46,0,0,0,1,1,0
湖北省,2019,46,0,0,0,0,1,0
湖北省,2020,46,0,0,0,1,0,0
湖北省,2021,46,0,0,1,0,0,0
湖北省,2022,46,0,0,1,0,1,1
福建省,2007,32,0,0,0,0,1,1
福建省,2012,32,0,1,1,1,1,0
福建省,2013,32,0,1,1,1,1,0
福建省,2014,32,0,1,1,1,1,0
福建省,2015,32,0,1,1,1,1,0
福建省,2016,32,0,1,1,1,1,0
福建省,2017,32,1,1,1,1,1,1
福建省,2018,32,0,1,1,1,1,0
福建省,2019,32,0,0,0,1,0,0
福建省,2022,32,0,0,0,1,0,0
福建省,2007,39,0,1,1,1,1,0
福建省,2008,39,0,1,1,1,1,0
福建省,2009,39,0,1,1,1,1,0
福建省,2010,39,0,1,1,1,1,0
福建省,2011,39,0,1,1,1,1,0
福建省,2012,39,0,1,1,1,1,0
福建省,2013,39,1,1,1,1,1,1
福建省,2014,39,0,1,1,1,1,0
福建省,2015,39,1,1,1,1,1,1
福建省,2016,39,0,1,1,1,1,0
福建省,2017,39,0,1,1,1,1,0
福建省,2018,39,1,1,1,1,1,1
福建省,2019,39,0,1,1,1,1,0
福建省,2020,39,0,1,1,1,1,0
福建省,2021,39,0,1,1,1,1,0
福建省,2022,39,1,1,1,1,1,1
广东省,2009,58,0,0,0,1,1,1
广东省,2010,58,0,0,1,1,0,0
广东省,2011,58,0,0,1,1,0,0
广东省,2014,58,0,0,0,1,0,0
广东省,2015,58,0,0,0,1,1,0
广东省,2016,58,0,0,0,1,1,0
广东省,2017,58,0,0,0,1,1,0
广东省,2018,58,0,0,1,1,0,0
广东省,2020,58,0,0,0,1,0,0
广东省,2021,5,0,0,0,0,0,1
广东省,2022,5,0,0,0,0,0,0
湖南省,2022,19,0,0,1,1,0,1
甘肃省,2022,50,0,0,0,0,0,1
江苏省,2022,9,0,0,1,0,0,1
新疆维吾尔自治区,2022,32,0,0,0,0,0,1
湖北省,2022,12,0,1,1,1,1,0
北京市,2022,32,0,0,1,0,1,1
广东省,2022,36,0,0,1,0,1,0
广东省,2022,25,0,0,1,1,0,0
广东省,2019,77,0,0,0,1,0,1
广东省,2020,77,0,0,1,1,0,1
广东省,2021,77,0,0,1,0,0,0
天津市,2019,69,0,0,0,1,1,0
天津市,2020,69,0,0,1,0,1,0
天津市,2021,69,0,1,1,1,1,0
天津市,2022,69,0,0,1,1,0,0
广东省,2016,66,0,0,1,1,0,1
广东省,2017,66,0,0,1,0,0,0
广东省,2018,66,0,0,1,1,0,0
广东省,2019,66,0,0,1,1,0,0
广东省,2020,66,0,0,1,1,0,0
广东省,2021,66,0,0,1,1,0,0
浙江省,2008,45,0,0,1,1,0,0
浙江省,2009,45,0,0,1,1,0,1
浙江省,2010,45,0,0,1,1,0,1
浙江省,2011,58,0,0,1,1,0,0
浙江省,2012,58,0,0,1,1,0,0
浙江省,2013,58,0,0,1,1,0,0
浙江省,2014,58,0,0,1,1,0,0
浙江省,2015,58,0,0,1,1,0,0
浙江省,2016,58,0,0,1,1,0,0
浙江省,2017,58,0,0,0,1,0,0
浙江省,2018,58,0,0,1,1,0,0
浙江省,2019,58,0,0,1,1,0,0
浙江省,2020,58,0,0,1,1,0,0
浙江省,2021,58,0,0,0,0,1,0
浙江省,2022,58,0,0,0,0,1,0
浙江省,2008,55,0,0,1,0,1,0
浙江省,2009,55,0,0,1,0,1,0
浙江省,2010,55,0,1,1,1,1,0
浙江省,2011,55,0,0,0,0,0,0
浙江省,2012,74,0,0,1,0,0,1
浙江省,2013,74,0,0,1,0,0,0
浙江省,2014,74,0,0,1,0,1,0
浙江省,2015,74,0,0,1,0,0,0
浙江省,2016,74,0,0,1,0,1,0
浙江省,2017,74,0,0,1,0,1,0
浙江省,2018,74,0,0,1,0,1,0
浙江省,2019,74,0,0,1,0,0,0
浙江省,2020,74,0,0,1,0,0,0
浙江省,2021,74,0,0,1,0,1,0
浙江省,2022,74,0,0,0,0,0,0
浙江省,2011,70,0,0,1,0,1,1
浙江省,2012,70,0,0,1,0,1,1
浙江省,2013,70,0,0,1,0,1,0
浙江省,2014,70,0,0,1,0,1,0
浙江省,2016,70,0,0,1,0,1,0
浙江省,2017,70,0,0,1,0,1,0
浙江省,2018,70,0,0,1,0,1,0
浙江省,2020,70,0,0,1,0,1,0
浙江省,2021,70,0,0,1,0,1,0
浙江省,2022,70,0,0,1,0,1,1
河南省,2009,58,0,1,1,1,1,0
河南省,2010,58,0,1,1,1,1,0
河南省,2011,58,0,1,1,1,1,0
河南省,2012,58,0,1,1,1,1,0
河南省,2013,58,0,1,1,1,1,0
河南省,2014,58,0,1,1,1,1,0
河南省,2015,58,0,1,1,1,1,0
河南省,2016,58,1,1,1,1,1,1
河南省,2017,58,1,1,1,1,1,1
河南省,2018,58,1,1,1,1,1,1
河南省,2019,58,1,1,1,1,1,1
河南省,2020,58,1,1,1,1,1,1
河南省,2021,58,0,0,1,0,1,0
河南省,2022,58,0,0,1,0,1,1
广东省,2008,46,0,0,1,0,1,0
广东省,2009,46,0,0,1,0,0,0
广东省,2010,46,0,0,1,1,0,0
广东省,2011,70,0,0,1,1,0,0
广东省,2012,70,0,0,0,0,0,1
广东省,2013,70,0,0,1,1,0,1
广东省,2014,70,0,0,1,0,0,0
广东省,2016,70,0,0,0,1,0,1
广东省,2017,70,0,0,0,0,0,1
广东省,2018,70,0,0,0,1,0,1
浙江省,2020,14,0,1,1,1,1,0
浙江省,2021,14,0,1,1,1,1,0
浙江省,2022,14,1,1,1,1,1,1
浙江省,2020,57,0,0,1,0,1,0
浙江省,2021,57,0,0,0,1,1,0
浙江省,2022,57,0,1,1,1,1,0
安徽省,2008,37,0,0,0,0,0,0
安徽省,2016,37,0,0,1,0,0,0
浙江省,2008,45,0,1,1,1,1,0
浙江省,2022,58,0,1,1,1,1,0
上海市,2009,58,0,0,0,1,1,0
上海市,2010,58,0,1,1,1,1,0
贵州省,2008,46,0,0,1,0,0,1
广东省,2016,14,0,1,1,1,1,0
广东省,2017,14,1,1,1,1,1,1
广东省,2018,14,0,1,1,1,1,0
广东省,2019,14,0,0,1,1,0,0
上海市,2010,19,0,0,0,0,1,0
福建省,2007,74,0,0,0,0,1,0
福建省,2008,74,0,0,0,0,0,1
福建省,2009,74,0,1,1,1,1,0
福建省,2010,74,0,1,1,1,1,0
福建省,2011,74,0,0,0,1,1,0
福建省,2012,74,0,1,1,1,1,0
福建省,2013,74,0,1,1,1,1,0
福建省,2014,74,0,1,1,1,1,0
福建省,2016,74,0,0,1,1,0,0
福建省,2018,74,0,1,1,1,1,0
福建省,2019,74,0,1,1,1,1,0
福建省,2020,74,0,1,1,1,1,0
福建省,2021,74,0,1,1,1,1,0
福建省,2022,74,1,1,1,1,1,1
广东省,2014,58,0,0,1,0,1,0
广东省,2015,58,0,1,1,1,1,0
广东省,2016,58,0,0,1,0,1,0
广东省,2017,58,0,0,1,0,1,0
广东省,2018,58,0,0,1,0,1,0
广东省,2019,58,0,0,1,0,1,0
广东省,2020,58,0,0,1,0,1,0
广东省,2021,58,0,1,1,1,1,0
广东省,2022,58,1,1,1,1,1,1
浙江省,2021,49,1,1,1,1,1,1
云南省,2008,14,0,0,1,1,0,1
云南省,2010,14,0,1,1,1,1,0
云南省,2011,14,0,1,1,1,1,0
云南省,2012,63,1,1,1,1,1,1
云南省,2013,63,0,1,1,1,1,0
云南省,2014,63,0,1,1,1,1,0
云南省,2015,63,0,1,1,1,1,0
云南省,2016,63,0,1,1,1,1,0
云南省,2017,63,0,0,1,0,1,0
云南省,2018,63,0,1,1,1,1,0
云南省,2019,63,0,1,1,1,1,0
云南省,2021,63,0,0,1,1,0,0
云南省,2022,63,1,1,1,1,1,1
广东省,2008,49,0,0,0,1,1,0
广东省,2009,49,0,1,1,1,1,0
广东省,2011,19,0,1,1,1,1,0
广东省,2013,19,0,0,0,1,1,1
广东省,2015,19,1,1,1,1,1,1
广东省,2016,19,0,1,1,1,1,0
广东省,2017,19,0,0,0,1,1,0
广东省,2018,19,0,0,0,1,1,0
广东省,2019,19,0,0,0,0,1,1
广东省,2021,19,0,0,0,0,0,1
广东省,2022,19,0,0,0,1,1,1
北京市,2012,58,0,1,1,1,1,0
北京市,2013,58,0,1,1,1,1,0
北京市,2014,58,0,1,1,1,1,0
北京市,2015,58,0,1,1,1,1,0
北京市,2016,58,0,1,1,1,1,0
北京市,2017,58,1,1,1,1,1,1
北京市,2018,58,0,1,1,1,1,0
北京市,2019,58,0,1,1,1,1,0
北京市,2020,58,0,1,1,1,1,0
北京市,2021,58,1,1,1,1,1,1
北京市,2022,58,0,1,1,1,1,0
贵州省,2010,32,1,1,1,1,1,1
贵州省,2011,32,0,0,0,1,1,1
贵州省,2012,32,1,1,1,1,1,1
贵州省,2013,32,0,0,1,1,0,1
贵州省,2014,32,0,0,1,1,0,1
贵州省,2015,32,0,0,1,1,0,1
贵州省,2016,32,1,1,1,1,1,1
贵州省,2017,32,0,1,1,1,1,0
贵州省,2018,32,0,1,1,1,1,0
贵州省,2019,32,1,1,1,1,1,1
贵州省,2020,32,1,1,1,1,1,1
贵州省,2021,32,1,1,1,1,1,1
山东省,2012,2,0,1,1,1,1,0
山东省,2013,2,0,1,1,1,1,0
山东省,2014,2,0,1,1,1,1,0
山东省,2015,2,1,1,1,1,1,1
山东省,2016,2,1,1,1,1,1,1
山东省,2017,2,1,1,1,1,1,1
山东省,2018,2,1,1,1,1,1,1
山东省,2020,2,0,1,1,1,1,0
山东省,2021,2,0,1,1,1,1,0
安徽省,2009,75,0,0,0,0,0,0
安徽省,2010,75,0,0,0,0,0,0
安徽省,2011,75,0,0,0,0,0,0
安徽省,2012,75,0,0,0,1,0,0
安徽省,2013,75,0,0,1,0,0,0
安徽省,2015,75,0,0,1,0,0,1
安徽省,2016,75,0,1,1,1,1,0
安徽省,2017,75,0,1,1,1,1,0
安徽省,2018,75,0,0,0,0,1,1
安徽省,2019,75,0,0,0,0,1,1
安徽省,2020,75,0,0,0,0,1,1
安徽省,2021,75,0,0,0,0,0,0
安徽省,2022,75,0,0,0,0,0,0
江苏省,2015,28,0,0,0,0,0,0
江苏省,2016,28,0,1,1,1,1,0
江苏省,2019,28,0,0,0,1,1,0
江苏省,2020,28,0,0,0,1,1,0
江苏省,2021,28,0,0,0,1,1,0
江苏省,2022,28,0,0,0,1,0,1
广东省,2008,46,0,0,0,1,1,0
河南省,2012,27,0,1,1,1,1,0
河南省,2013,27,0,0,1,1,0,1
河南省,2014,27,1,1,1,1,1,1
河南省,2015,27,1,1,1,1,1,1
河南省,2016,27,1,1,1,1,1,1
河南省,2017,27,1,1,1,1,1,1
河南省,2018,27,1,1,1,1,1,1
河南省,2019,27,0,1,1,1,1,0
河南省,2021,27,0,1,1,1,1,0
河南省,2022,27,0,0,0,1,1,0
浙江省,2007,7,0,0,1,0,1,0
浙江省,2008,7,0,0,0,0,1,0
浙江省,2022,7,0,0,1,1,0,1
河北省,2021,46,0,0,0,0,0,0
河北省,2022,46,0,0,0,0,1,0
浙江省,2021,27,0,0,1,0,1,0
浙江省,2022,27,0,0,1,0,1,0
北京市,2012,12,0,0,0,0,1,1
北京市,2013,12,1,1,1,1,1,1
北京市,2014,12,0,0,1,0,1,0
北京市,2015,12,0,0,1,0,1,0
北京市,2016,12,0,0,1,0,1,1
北京市,2017,12,0,1,1,1,1,0
北京市,2018,12,0,1,1,1,1,0
北京市,2019,12,0,1,1,1,1,0
北京市,2020,12,0,1,1,1,1,0
北京市,2021,12,1,1,1,1,1,1
云南省,2016,23,0,1,1,1,1,0
云南省,2017,23,0,0,0,0,1,0
云南省,2018,23,0,0,1,0,1,0
云南省,2019,23,0,0,1,0,0,0
云南省,2022,23,0,1,1,1,1,0
广东省,2008,45,0,0,0,1,0,0
广东省,2011,45,0,0,0,1,0,0
广东省,2012,45,0,0,0,0,1,0
广东省,2013,45,0,0,0,0,1,0
广东省,2014,45,0,0,0,0,0,0
广东省,2015,45,0,0,0,0,1,0
广东省,2016,45,0,0,0,0,1,0
广东省,2017,45,0,0,0,0,1,0
广东省,2018,45,0,0,0,0,1,0
广东省,2019,45,0,0,0,0,0,0
广东省,2020,45,0,0,0,0,1,0
广东省,2021,45,0,0,0,0,1,0
浙江省,2008,46,1,1,1,1,1,1
浙江省,2009,46,1,1,1,1,1,1
浙江省,2010,46,0,0,0,1,1,0
浙江省,2011,46,0,0,1,0,1,1
浙江省,2012,19,0,0,0,0,1,0
浙江省,2013,19,0,1,1,1,1,0
浙江省,2014,19,1,1,1,1,1,1
浙江省,2015,19,0,0,1,0,1,0
浙江省,2016,19,0,0,1,0,1,0
浙江省,2017,19,0,0,1,0,0,1
浙江省,2018,19,0,0,1,0,0,0
浙江省,2019,19,0,0,1,1,0,0
浙江省,2020,19,0,0,1,1,0,0
浙江省,2021,19,0,0,0,0,1,0
云南省,2022,63,0,0,0,1,1,0
广东省,2022,12,0,0,0,1,0,1
浙江省,2022,12,0,1,1,1,1,0
浙江省,2008,8,0,1,1,1,1,0
浙江省,2009,8,1,1,1,1,1,1
浙江省,2010,8,0,1,1,1,1,0
浙江省,2011,8,0,1,1,1,1,0
浙江省,2012,12,0,1,1,1,1,0
浙江省,2013,12,0,1,1,1,1,0
浙江省,2014,12,0,1,1,1,1,0
浙江省,2015,12,0,1,1,1,1,0
浙江省,2016,12,0,1,1,1,1,0
浙江省,2017,12,0,1,1,1,1,0
浙江省,2018,12,0,1,1,1,1,0
浙江省,2019,12,0,1,1,1,1,0
浙江省,2020,12,0,1,1,1,1,0
浙江省,2021,12,0,1,1,1,1,0
广东省,2008,39,0,0,1,0,0,1
广东省,2010,39,0,0,0,1,0,0
广东省,2011,39,0,0,0,0,0,0
广东省,2012,39,0,0,0,0,0,0
广东省,2013,39,0,0,0,0,0,0
广东省,2014,39,0,0,0,1,0,0
广东省,2015,39,0,0,0,0,0,0
广东省,2016,39,0,0,0,0,0,0
广东省,2017,39,0,0,1,1,0,0
广东省,2018,39,0,0,0,1,0,1
广东省,2019,39,0,0,0,1,0,1
广东省,2020,39,0,0,0,1,0,0
浙江省,2010,11,0,0,0,0,0,1
浙江省,2011,11,0,0,1,0,1,0
浙江省,2012,11,0,0,1,0,0,0
浙江省,2013,11,0,0,0,0,0,0
浙江省,2014,11,0,0,0,0,0,1
浙江省,2015,11,0,0,1,0,0,1
浙江省,2016,11,0,0,0,1,0,1
浙江省,2017,11,0,0,1,0,0,0
浙江省,2018,11,0,0,0,0,0,0
浙江省,2019,11,0,0,1,0,0,0
浙江省,2020,11,0,0,0,0,0,0
浙江省,2021,11,0,0,1,0,0,0
浙江省,2022,11,0,0,0,0,0,0
北京市,2014,39,0,0,1,0,1,1
北京市,2015,39,0,0,1,1,0,0
北京市,2016,39,0,0,0,1,0,0
北京市,2018,39,0,0,0,0,0,0
北京市,2019,39,0,0,0,0,0,0
北京市,2020,39,0,0,0,0,0,0
北京市,2021,39,0,0,1,1,0,0
北京市,2022,39,0,0,1,1,0,0
浙江省,2017,57,0,0,1,1,0,0
浙江省,2018,57,0,0,1,1,0,0
浙江省,2019,57,0,0,1,1,0,0
浙江省,2020,57,0,0,1,1,0,0
浙江省,2022,57,0,0,1,1,0,0
辽宁省,2010,22,1,1,1,1,1,1
辽宁省,2011,22,0,0,0,0,0,0
辽宁省,2012,22,0,0,0,0,0,0
辽宁省,2013,22,0,0,0,0,0,1
辽宁省,2014,22,0,0,0,0,0,0
辽宁省,2016,22,0,0,0,0,0,0
山东省,2011,42,0,0,0,1,1,0
山东省,2012,70,0,1,1,1,1,0
山东省,2013,70,0,0,0,0,1,0
山东省,2014,70,0,0,0,1,1,0
山东省,2015,70,0,0,0,1,1,0
山东省,2016,70,0,0,0,0,1,0
山东省,2017,70,0,0,0,0,1,0
山东省,2018,70,0,0,1,0,1,0
山东省,2019,70,0,0,1,0,1,0
山东省,2020,70,0,0,1,0,1,0
山东省,2021,70,0,0,1,0,1,1
山东省,2022,70,0,0,1,0,0,1
江苏省,2018,19,0,0,1,0,0,0
江苏省,2019,19,0,1,1,1,1,0
安徽省,2020,19,0,0,1,1,0,0
安徽省,2021,19,0,0,1,1,0,0
安徽省,2022,19,0,0,1,0,0,0
广东省,2007,46,1,1,1,1,1,1
山东省,2008,57,0,0,0,1,1,1
山东省,2009,57,0,0,0,1,1,0
山东省,2011,57,0,0,0,0,1,0
山东省,2012,57,0,0,0,0,1,0
山东省,2013,57,0,0,1,0,1,0
山东省,2014,57,0,0,0,0,1,1
山东省,2015,57,0,0,0,0,0,0
山东省,2016,57,0,0,1,0,1,1
山东省,2017,57,0,0,1,0,1,0
山东省,2018,57,0,1,1,1,1,0
山东省,2019,57,0,0,0,1,1,0
山东省,2020,57,0,1,1,1,1,0
山东省,2021,57,0,0,1,0,1,0
山东省,2022,57,0,1,1,1,1,0
江苏省,2012,46,0,0,0,1,0,1
江苏省,2013,46,0,0,0,1,1,0
江苏省,2014,46,0,0,0,1,1,0
江苏省,2015,46,0,0,0,1,0,1
江苏省,2016,46,0,0,0,1,1,0
江苏省,2017,46,0,0,0,1,1,0
江苏省,2018,46,0,0,0,1,0,0
江苏省,2019,46,0,0,0,1,0,0
江苏省,2020,46,0,0,0,1,0,0
江苏省,2021,46,0,0,0,1,0,0
江苏省,2022,46,0,0,0,1,0,1
江苏省,2008,36,0,0,0,1,1,1
江苏省,2009,36,1,1,1,1,1,1
江苏省,2010,36,1,1,1,1,1,1
江苏省,2011,36,1,1,1,1,1,1
江苏省,2012,36,0,0,1,1,0,1
江苏省,2013,36,0,1,1,1,1,0
江苏省,2014,36,0,1,1,1,1,0
江苏省,2015,36,0,0,1,0,1,0
江苏省,2017,36,0,0,1,1,0,1
江苏省,2008,6,1,1,1,1,1,1
江苏省,2011,6,0,0,0,0,1,0
江苏省,2012,6,0,0,0,0,0,1
江苏省,2013,6,0,0,0,0,0,0
江苏省,2014,6,0,0,0,1,0,0
江苏省,2015,6,0,0,0,0,0,0
江苏省,2016,6,0,0,0,1,1,0
江苏省,2017,6,0,1,1,1,1,0
江苏省,2018,6,0,0,1,0,1,1
江苏省,2019,6,0,0,0,0,1,0
江苏省,2020,6,0,0,0,1,1,1
江苏省,2021,6,0,0,1,0,1,0
江苏省,2022,6,0,0,1,0,1,0
浙江省,2011,35,0,0,0,1,1,1
浙江省,2012,35,0,1,1,1,1,0
浙江省,2013,35,0,1,1,1,1,0
浙江省,2014,35,0,1,1,1,1,0
浙江省,2015,35,0,0,1,0,1,0
广东省,2008,49,0,1,1,1,1,0
广东省,2009,49,0,0,0,0,0,0
广东省,2011,49,0,0,0,0,0,0
广东省,2012,49,0,0,0,1,0,0
广东省,2013,49,0,0,0,0,0,0
广东省,2014,49,0,0,0,1,0,0
广东省,2015,49,0,0,0,0,0,1
广东省,2016,49,0,0,0,0,0,0
广东省,2017,49,0,0,0,1,0,0
广东省,2018,49,0,0,0,0,0,0
广东省,2019,49,0,0,0,0,0,0
广东省,2020,49,0,0,0,0,0,1
广东省,2021,49,0,0,0,0,0,0
广东省,2022,49,0,0,0,0,0,0
福建省,2007,73,1,1,1,1,1,1
福建省,2008,73,0,0,0,1,0,0
福建省,2009,73,0,0,0,0,1,0
福建省,2010,73,0,1,1,1,1,0
福建省,2011,73,0,1,1,1,1,0
福建省,2012,39,0,0,0,1,1,1
福建省,2013,39,1,1,1,1,1,1
福建省,2014,39,1,1,1,1,1,1
福建省,2016,39,1,1,1,1,1,1
福建省,2017,39,1,1,1,1,1,1
福建省,2018,39,1,1,1,1,1,1
福建省,2019,39,1,1,1,1,1,1
福建省,2020,39,1,1,1,1,1,1
福建省,2021,39,0,1,1,1,1,0
福建省,2022,39,1,1,1,1,1,1
湖南省,2007,70,0,0,1,0,1,1
湖南省,2009,70,0,0,1,0,1,0
湖南省,2022,70,0,0,0,1,0,1
福建省,2007,55,0,0,0,1,0,1
福建省,2008,55,0,0,0,1,1,0
福建省,2009,55,0,0,0,1,0,0
福建省,2010,55,0,0,0,1,1,0
福建省,2011,55,0,0,0,1,1,0
福建省,2013,55,0,0,0,0,1,0
福建省,2014,55,0,1,1,1,1,0
福建省,2015,55,0,1,1,1,1,0
福建省,2016,55,0,1,1,1,1,0
福建省,2018,55,0,1,1,1,1,0
福建省,2019,55,0,0,1,1,0,0
福建省,2021,55,0,1,1,1,1,0
福建省,2022,55,0,0,1,0,1,0
福建省,2007,36,0,1,1,1,1,0
福建省,2010,36,0,0,0,1,1,0
福建省,2011,36,0,1,1,1,1,0
福建省,2013,36,1,1,1,1,1,1
福建省,2014,36,0,0,0,1,1,0
福建省,2015,36,0,1,1,1,1,0
福建省,2016,58,0,1,1,1,1,0
福建省,2017,58,0,0,1,0,0,0
福建省,2018,58,0,1,1,1,1,0
浙江省,2011,48,0,0,0,0,0,0
浙江省,2012,48,0,0,1,1,0,0
浙江省,2014,48,0,0,1,1,0,1
浙江省,2015,48,0,0,0,1,0,1
浙江省,2017,48,0,0,0,1,0,1
广东省,2010,46,0,1,1,1,1,0
广东省,2011,46,0,1,1,1,1,0
广东省,2012,46,0,1,1,1,1,0
广东省,2013,46,0,1,1,1,1,0
广东省,2014,46,0,1,1,1,1,0
广东省,2015,46,0,1,1,1,1,0
福建省,2007,33,0,1,1,1,1,0
福建省,2008,33,1,1,1,1,1,1
福建省,2009,33,0,1,1,1,1,0
福建省,2010,33,0,1,1,1,1,0
福建省,2011,33,0,0,1,0,1,0
福建省,2012,33,0,1,1,1,1,0
福建省,2013,33,0,0,1,0,1,0
福建省,2014,33,0,0,1,0,1,0
福建省,2015,33,0,0,1,0,0,0
福建省,2016,33,0,1,1,1,1,0
福建省,2017,33,0,0,0,1,0,0
福建省,2018,33,0,0,0,1,0,0
福建省,2019,33,0,0,1,1,0,0
福建省,2020,33,0,1,1,1,1,0
福建省,2021,33,0,1,1,1,1,0
福建省,2022,33,0,0,1,1,0,0
浙江省,2018,59,0,0,0,0,0,0
浙江省,2020,59,0,0,0,1,1,1
浙江省,2021,59,1,1,1,1,1,1
广东省,2009,46,0,1,1,1,1,0
广东省,2010,46,0,0,0,1,1,0
广东省,2011,46,0,0,1,0,1,0
广东省,2012,40,0,0,0,0,1,0
广东省,2013,40,0,0,0,0,0,0
广东省,2014,40,0,0,0,0,0,0
广东省,2015,40,0,0,1,0,0,0
广东省,2016,40,0,0,1,0,1,0
广东省,2017,40,0,0,1,0,0,0
浙江省,2008,27,0,0,1,0,0,0
浙江省,2009,27,0,0,1,1,0,0
浙江省,2010,27,0,0,1,0,0,1
浙江省,2011,27,0,0,1,1,0,0
浙江省,2012,27,0,0,1,1,0,0
浙江省,2014,27,0,0,1,1,0,1
江苏省,2022,14,0,0,0,0,1,1
内蒙古自治区,2009,13,1,1,1,1,1,1
内蒙古自治区,2010,13,1,1,1,1,1,1
内蒙古自治区,2011,13,0,1,1,1,1,0
内蒙古自治区,2012,13,0,0,1,0,1,0
内蒙古自治区,2013,13,0,0,1,0,1,1
内蒙古自治区,2022,13,0,0,0,1,0,0
天津市,2016,19,0,0,1,0,1,0
天津市,2017,19,0,0,1,0,1,0
天津市,2018,19,0,0,1,0,1,0
天津市,2019,19,0,0,1,0,1,0
天津市,2020,19,0,0,1,0,1,0
天津市,2021,19,0,0,1,0,1,0
天津市,2022,19,0,0,1,1,0,0
浙江省,2008,66,0,0,0,1,1,1
浙江省,2009,66,0,1,1,1,1,0
浙江省,2010,66,0,0,1,0,1,0
广东省,2021,19,0,0,1,0,0,1
广东省,2022,19,0,0,1,0,1,1
安徽省,2018,12,0,0,1,0,1,0
安徽省,2022,12,0,1,1,1,1,0
浙江省,2008,50,0,0,0,0,0,1
浙江省,2009,50,0,0,0,0,1,0
浙江省,2010,50,0,0,0,0,0,1
浙江省,2012,50,0,0,0,0,1,0
浙江省,2013,50,0,0,0,0,1,0
浙江省,2014,50,0,0,0,0,1,0
浙江省,2015,50,0,0,0,0,1,0
浙江省,2016,50,0,0,0,1,1,0
浙江省,2017,50,0,0,0,1,0,0
浙江省,2018,50,0,0,1,0,1,0
浙江省,2019,50,0,1,1,1,1,0
浙江省,2020,50,0,0,1,0,0,0
浙江省,2021,50,0,0,0,0,0,1
浙江省,2022,50,0,0,0,0,0,1
浙江省,2012,75,0,0,0,0,0,0
浙江省,2013,75,0,0,0,0,0,0
浙江省,2014,75,0,0,1,0,1,0
浙江省,2016,75,0,0,1,0,1,0
浙江省,2017,75,0,0,1,0,1,0
浙江省,2018,75,0,0,1,0,1,0
浙江省,2019,75,0,0,0,0,1,0
浙江省,2020,75,0,0,1,0,1,0
浙江省,2021,75,0,0,1,0,1,1
浙江省,2022,75,0,0,1,0,1,0
甘肃省,2016,45,1,1,1,1,1,1
甘肃省,2017,45,0,1,1,1,1,0
甘肃省,2018,45,0,1,1,1,1,0
甘肃省,2019,45,0,0,1,1,0,0
甘肃省,2020,45,0,0,1,0,0,0
甘肃省,2021,45,0,0,1,1,0,0
河北省,2011,66,0,0,0,0,0,0
河北省,2012,66,0,0,0,0,0,0
河北省,2013,66,0,0,0,0,0,1
河北省,2015,66,0,0,0,0,0,0
河北省,2016,66,0,0,0,1,0,0
河北省,2017,66,0,0,0,0,0,0
河北省,2018,66,0,0,0,1,0,0
河北省,2019,66,0,0,1,1,0,1
河北省,2020,66,0,0,0,0,0,1
河北省,2021,66,0,0,0,0,0,0
河北省,2022,66,0,0,0,0,0,1
广东省,2008,70,0,0,1,0,1,0
北京市,2008,39,1,1,1,1,1,1
北京市,2009,39,0,1,1,1,1,0
北京市,2010,39,0,0,1,0,1,1
北京市,2011,39,0,0,1,0,1,1
北京市,2012,39,0,0,1,0,1,1
北京市,2013,39,0,0,1,0,1,0
北京市,2014,39,0,0,1,0,1,1
北京市,2015,39,0,0,1,0,1,0
北京市,2016,39,0,0,1,0,1,0
北京市,2017,39,1,1,1,1,1,1
北京市,2018,39,1,1,1,1,1,1
北京市,2019,39,1,1,1,1,1,1
北京市,2020,39,0,0,1,0,1,1
北京市,2021,39,0,0,1,0,1,0
北京市,2022,39,0,0,0,0,0,1
浙江省,2007,74,0,0,1,1,0,0
浙江省,2008,74,0,1,1,1,1,0
浙江省,2010,74,1,1,1,1,1,1
浙江省,2011,74,0,0,0,0,1,0
浙江省,2012,74,0,1,1,1,1,0
浙江省,2013,74,0,0,0,1,1,0
浙江省,2018,74,0,0,0,0,0,0
浙江省,2020,74,0,0,0,0,0,0
浙江省,2021,74,0,0,1,1,0,0
浙江省,2022,74,0,0,1,1,0,0
湖南省,2008,51,1,1,1,1,1,1
湖南省,2009,51,1,1,1,1,1,1
湖南省,2010,51,0,0,1,1,0,0
湖南省,2011,51,0,0,0,1,1,1
湖南省,2012,51,0,0,0,1,1,1
湖南省,2013,51,0,1,1,1,1,0
湖南省,2014,51,0,0,1,0,0,0
湖南省,2015,51,0,1,1,1,1,0
湖南省,2016,51,0,0,0,1,1,0
湖南省,2017,51,0,0,0,1,1,0
