unit_cd,unit_nm,year,market,index,value
K01000005,Cinderford and Ross-on-Wye,2010,Rent,reach_km,66.106
K01000010,Carlisle,2010,Rent,reach_km,205.3767
K01000011,Chester,2010,Rent,reach_km,91.3552
K01000013,Newport,2010,Rent,reach_km,93.2185
S22000013,Western Isles,2010,Rent,reach_km,365.8339
S22000035,Orkney Islands,2010,Rent,reach_km,559.5402
S22000039,Shetland Islands,2010,Rent,reach_km,589.5252
S22000047,Aberdeen,2010,Rent,reach_km,408.6164
S22000051,Ayr,2010,Rent,reach_km,132.4219
S22000054,Dumbarton and Helensburgh,2010,Rent,reach_km,177.0182
S22000055,Dumfries,2010,Rent,reach_km,198.1732
S22000056,Dundee,2010,Rent,reach_km,249.1546
S22000057,Dunfermline and Kirkcaldy,2010,Rent,reach_km,252.4776
S22000059,Edinburgh,2010,Rent,reach_km,263.5423
S22000060,Elgin,2010,Rent,reach_km,426.0855
S22000061,Falkirk and Stirling,2010,Rent,reach_km,221.4828
S22000063,Galashiels and Peebles,2010,Rent,reach_km,196.7685
S22000065,Glasgow,2010,Rent,reach_km,215.7221
S22000068,Inverness,2010,Rent,reach_km,431.9897
S22000069,Kilmarnock and Irvine,2010,Rent,reach_km,113.817
S22000070,Livingston,2010,Rent,reach_km,192.8471
S22000071,Motherwell and Airdrie,2010,Rent,reach_km,144.9295
S22000074,Perth,2010,Rent,reach_km,186.519
S22000085,Greenock,2010,Rent,reach_km,118.6092
W22000003,Bridgend,2010,Rent,reach_km,107.0356
W22000009,Haverfordwest and Milford Haven,2010,Rent,reach_km,183.877
W22000015,Newtown and Welshpool,2010,Rent,reach_km,124.0289
W22000021,Aberystwyth,2010,Rent,reach_km,171.4391
W22000022,Bangor and Holyhead,2010,Rent,reach_km,157.8958
W22000024,Cardiff,2010,Rent,reach_km,123.2575
W22000026,Colwyn Bay,2010,Rent,reach_km,107.3998
W22000028,Llanelli,2010,Rent,reach_km,117.8826
W22000029,Merthyr Tydfil,2010,Rent,reach_km,71.7735
W22000031,Rhyl,2010,Rent,reach_km,82.1904
W22000032,Swansea,2010,Rent,reach_km,166.258
W22000034,Wrexham,2010,Rent,reach_km,78.4339
E30000004,Barnsley,2011,Rent,reach_km,70.9577
E30000018,Bradford,2011,Rent,reach_km,85.9882
E30000029,Halifax,2011,Rent,reach_km,76.8919
E30000046,Dorchester and Weymouth,2011,Rent,reach_km,102.1368
E30000054,Grantham,2011,Rent,reach_km,100.72
E30000061,Hastings,2011,Rent,reach_km,101.4657
E30000070,Isle of Wight,2011,Rent,reach_km,145.1177
E30000076,Lancaster and Morecambe,2011,Rent,reach_km,124.7062
E30000093,Middlesbrough and Stockton,2011,Rent,reach_km,150.4451
E30000108,Peterborough,2011,Rent,reach_km,88.0098
E30000124,Spalding,2011,Rent,reach_km,73.022
E30000135,Thetford and Mildenhall,2011,Rent,reach_km,67.4173
E30000159,Andover,2011,Rent,reach_km,88.8843
E30000160,Ashford,2011,Rent,reach_km,83.1943
E30000162,Barnstaple,2011,Rent,reach_km,154.9658
E30000163,Barrow-in-Furness,2011,Rent,reach_km,155.3724
E30000164,Basingstoke,2011,Rent,reach_km,74.7715
E30000165,Bath,2011,Rent,reach_km,89.6271
E30000166,Bedford,2011,Rent,reach_km,77.1975
E30000167,Bideford,2011,Rent,reach_km,173.3549
E30000168,Birkenhead,2011,Rent,reach_km,79.538
E30000169,Birmingham,2011,Rent,reach_km,95.9523
E30000170,Blackburn,2011,Rent,reach_km,97.3962
E30000171,Blackpool,2011,Rent,reach_km,102.5591
E30000173,Blyth and Ashington,2011,Rent,reach_km,146.9131
E30000174,Boston,2011,Rent,reach_km,92.2255
E30000175,Bournemouth,2011,Rent,reach_km,107.924
E30000179,Brighton,2011,Rent,reach_km,71.5596
E30000180,Bristol,2011,Rent,reach_km,122.87
E30000182,Burnley,2011,Rent,reach_km,109.5899
E30000183,Burton upon Trent,2011,Rent,reach_km,76.9592
E30000184,Bury St Edmunds,2011,Rent,reach_km,78.415
E30000186,Cambridge,2011,Rent,reach_km,91.9707
E30000187,Canterbury,2011,Rent,reach_km,80.2641
E30000188,Chelmsford,2011,Rent,reach_km,75.8267
E30000189,Cheltenham,2011,Rent,reach_km,90.8392
E30000190,Chesterfield,2011,Rent,reach_km,73.5537
E30000191,Chichester and Bognor Regis,2011,Rent,reach_km,90.8747
E30000192,Clacton,2011,Rent,reach_km,66.0807
E30000193,Colchester,2011,Rent,reach_km,77.2207
E30000195,Coventry,2011,Rent,reach_km,92.8344
E30000196,Crawley,2011,Rent,reach_km,79.8764
E30000197,Crewe,2011,Rent,reach_km,87.528
E30000198,Cromer and Sheringham,2011,Rent,reach_km,89.8009
E30000199,Darlington,2011,Rent,reach_km,95.5581
E30000200,Derby,2011,Rent,reach_km,85.6287
E30000201,Doncaster,2011,Rent,reach_km,85.4108
E30000202,Dudley,2011,Rent,reach_km,58.0884
E30000203,Durham and Bishop Auckland,2011,Rent,reach_km,115.9815
E30000204,Eastbourne,2011,Rent,reach_km,109.2378
E30000205,Evesham,2011,Rent,reach_km,66.0569
E30000206,Exeter,2011,Rent,reach_km,172.2031
E30000208,Folkestone and Dover,2011,Rent,reach_km,103.3005
E30000209,Gloucester,2011,Rent,reach_km,89.4892
E30000210,Great Yarmouth,2011,Rent,reach_km,99.0831
E30000211,Grimsby,2011,Rent,reach_km,110.4213
E30000212,Guildford and Aldershot,2011,Rent,reach_km,74.679
E30000214,Harrogate,2011,Rent,reach_km,112.189
E30000215,Hartlepool,2011,Rent,reach_km,112.3142
E30000216,Hereford,2011,Rent,reach_km,107.294
E30000218,High Wycombe and Aylesbury,2011,Rent,reach_km,75.7501
E30000219,Huddersfield,2011,Rent,reach_km,69.8841
E30000220,Hull,2011,Rent,reach_km,130.1112
E30000221,Huntingdon,2011,Rent,reach_km,84.7623
E30000222,Ipswich,2011,Rent,reach_km,104.7461
E30000224,Kettering and Wellingborough,2011,Rent,reach_km,102.8738
E30000225,King's Lynn,2011,Rent,reach_km,92.4086
E30000226,Kingsbridge and Dartmouth,2011,Rent,reach_km,145.0844
E30000228,Leamington Spa,2011,Rent,reach_km,85.5466
E30000229,Leeds,2011,Rent,reach_km,99.7976
E30000230,Leicester,2011,Rent,reach_km,111.3096
E30000231,Lincoln,2011,Rent,reach_km,117.3391
E30000233,Liverpool,2011,Rent,reach_km,96.7916
E30000234,London,2011,Rent,reach_km,96.6762
E30000237,Luton,2011,Rent,reach_km,85.6144
E30000239,Manchester,2011,Rent,reach_km,130.3854
E30000240,Mansfield,2011,Rent,reach_km,74.3682
E30000241,Margate and Ramsgate,2011,Rent,reach_km,130.5589
E30000242,Medway,2011,Rent,reach_km,99.1627
E30000243,Milton Keynes,2011,Rent,reach_km,83.8932
E30000244,Newbury,2011,Rent,reach_km,68.4211
E30000245,Newcastle,2011,Rent,reach_km,172.9713
E30000247,Northampton,2011,Rent,reach_km,86.5
E30000248,Norwich,2011,Rent,reach_km,116.524
E30000249,Nottingham,2011,Rent,reach_km,96.599
E30000250,Oxford,2011,Rent,reach_km,102.4718
E30000252,Penzance,2011,Rent,reach_km,231.598
E30000253,Plymouth,2011,Rent,reach_km,202.784
E30000254,Portsmouth,2011,Rent,reach_km,102.7887
E30000255,Preston,2011,Rent,reach_km,101.905
E30000256,Reading,2011,Rent,reach_km,78.6495
E30000257,Redruth and Truro,2011,Rent,reach_km,279.5083
E30000260,Scunthorpe,2011,Rent,reach_km,106.4651
E30000261,Sheffield,2011,Rent,reach_km,97.0486
E30000262,Shrewsbury,2011,Rent,reach_km,103.1632
E30000264,Skegness and Louth,2011,Rent,reach_km,93.0351
E30000266,Slough and Heathrow,2011,Rent,reach_km,67.5852
E30000267,Southampton,2011,Rent,reach_km,92.2651
E30000268,Southend,2011,Rent,reach_km,86.3343
E30000271,Stafford,2011,Rent,reach_km,92.1712
E30000272,Stevenage and Welwyn Garden City,2011,Rent,reach_km,71.4511
E30000273,Stoke-on-Trent,2011,Rent,reach_km,97.9365
E30000275,Sunderland,2011,Rent,reach_km,99.2095
E30000276,Swindon,2011,Rent,reach_km,91.5008
E30000278,Telford,2011,Rent,reach_km,106.0661
E30000279,Torquay and Paignton,2011,Rent,reach_km,179.2823
E30000280,Trowbridge,2011,Rent,reach_km,94.5923
E30000281,Tunbridge Wells,2011,Rent,reach_km,63.5896
E30000283,Wakefield and Castleford,2011,Rent,reach_km,59.8873
E30000284,Warrington and Wigan,2011,Rent,reach_km,85.0502
E30000285,Weston-super-Mare,2011,Rent,reach_km,86.9383
E30000287,Wisbech,2011,Rent,reach_km,73.3036
E30000288,Wolverhampton and Walsall,2011,Rent,reach_km,89.7821
E30000289,Worcester and Kidderminster,2011,Rent,reach_km,91.2186
E30000291,Worksop and Retford,2011,Rent,reach_km,92.4887
E30000292,Worthing,2011,Rent,reach_km,74.2163
E30000293,Yeovil,2011,Rent,reach_km,119.0864
E30000294,York,2011,Rent,reach_km,124.1095
K01000005,Cinderford and Ross-on-Wye,2011,Rent,reach_km,84.6993
K01000010,Carlisle,2011,Rent,reach_km,228.5527
K01000011,Chester,2011,Rent,reach_km,85.134
K01000013,Newport,2011,Rent,reach_km,80.0085
S22000013,Western Isles,2011,Rent,reach_km,434.2637
S22000035,Orkney Islands,2011,Rent,reach_km,678.9509
S22000039,Shetland Islands,2011,Rent,reach_km,619.1293
S22000047,Aberdeen,2011,Rent,reach_km,392.6186
S22000051,Ayr,2011,Rent,reach_km,117.639
S22000054,Dumbarton and Helensburgh,2011,Rent,reach_km,154.7475
S22000055,Dumfries,2011,Rent,reach_km,169.7793
S22000056,Dundee,2011,Rent,reach_km,283.1684
S22000057,Dunfermline and Kirkcaldy,2011,Rent,reach_km,237.753
S22000059,Edinburgh,2011,Rent,reach_km,348.5662
S22000060,Elgin,2011,Rent,reach_km,448.8685
S22000061,Falkirk and Stirling,2011,Rent,reach_km,233.8934
S22000063,Galashiels and Peebles,2011,Rent,reach_km,223.7577
S22000065,Glasgow,2011,Rent,reach_km,213.2435
S22000068,Inverness,2011,Rent,reach_km,337.1234
S22000069,Kilmarnock and Irvine,2011,Rent,reach_km,133.0144
S22000070,Livingston,2011,Rent,reach_km,186.161
S22000071,Motherwell and Airdrie,2011,Rent,reach_km,130.2972
S22000074,Perth,2011,Rent,reach_km,264.2773
S22000085,Greenock,2011,Rent,reach_km,133.6819
W22000003,Bridgend,2011,Rent,reach_km,94.346
W22000009,Haverfordwest and Milford Haven,2011,Rent,reach_km,224.8724
W22000015,Newtown and Welshpool,2011,Rent,reach_km,124.6613
W22000021,Aberystwyth,2011,Rent,reach_km,193.1193
W22000022,Bangor and Holyhead,2011,Rent,reach_km,141.2246
W22000024,Cardiff,2011,Rent,reach_km,117.8716
W22000026,Colwyn Bay,2011,Rent,reach_km,118.0512
W22000028,Llanelli,2011,Rent,reach_km,159.2996
W22000029,Merthyr Tydfil,2011,Rent,reach_km,78.6409
W22000031,Rhyl,2011,Rent,reach_km,81.021
W22000032,Swansea,2011,Rent,reach_km,121.0979
W22000034,Wrexham,2011,Rent,reach_km,83.0755
E30000004,Barnsley,2012,Rent,reach_km,81.5564
E30000018,Bradford,2012,Rent,reach_km,86.2293
E30000029,Halifax,2012,Rent,reach_km,63.7182
E30000046,Dorchester and Weymouth,2012,Rent,reach_km,97.464
E30000054,Grantham,2012,Rent,reach_km,107.0216
E30000061,Hastings,2012,Rent,reach_km,95.8252
E30000070,Isle of Wight,2012,Rent,reach_km,135.587
E30000076,Lancaster and Morecambe,2012,Rent,reach_km,129.3003
E30000093,Middlesbrough and Stockton,2012,Rent,reach_km,149.7392
E30000108,Peterborough,2012,Rent,reach_km,81.1626
E30000124,Spalding,2012,Rent,reach_km,78.5653
E30000135,Thetford and Mildenhall,2012,Rent,reach_km,75.5906
E30000159,Andover,2012,Rent,reach_km,78.3183
E30000160,Ashford,2012,Rent,reach_km,70.6017
E30000162,Barnstaple,2012,Rent,reach_km,126.1116
E30000163,Barrow-in-Furness,2012,Rent,reach_km,142.2473
E30000164,Basingstoke,2012,Rent,reach_km,93.5621
E30000165,Bath,2012,Rent,reach_km,102.762
E30000166,Bedford,2012,Rent,reach_km,94.7208
E30000167,Bideford,2012,Rent,reach_km,133.8216
E30000168,Birkenhead,2012,Rent,reach_km,82.1818
E30000169,Birmingham,2012,Rent,reach_km,90.1327
E30000170,Blackburn,2012,Rent,reach_km,116.4628
E30000171,Blackpool,2012,Rent,reach_km,121.0298
E30000173,Blyth and Ashington,2012,Rent,reach_km,152.7285
E30000174,Boston,2012,Rent,reach_km,84.4312
E30000175,Bournemouth,2012,Rent,reach_km,107.9735
E30000179,Brighton,2012,Rent,reach_km,76.1043
E30000180,Bristol,2012,Rent,reach_km,112.2547
E30000182,Burnley,2012,Rent,reach_km,97.6985
E30000183,Burton upon Trent,2012,Rent,reach_km,75.9015
E30000184,Bury St Edmunds,2012,Rent,reach_km,84.3067
E30000186,Cambridge,2012,Rent,reach_km,99.6674
E30000187,Canterbury,2012,Rent,reach_km,89.3769
E30000188,Chelmsford,2012,Rent,reach_km,89.6477
E30000189,Cheltenham,2012,Rent,reach_km,83.8221
E30000190,Chesterfield,2012,Rent,reach_km,64.6972
E30000191,Chichester and Bognor Regis,2012,Rent,reach_km,91.5966
E30000192,Clacton,2012,Rent,reach_km,85.5417
E30000193,Colchester,2012,Rent,reach_km,81.6099
E30000195,Coventry,2012,Rent,reach_km,90.7598
E30000196,Crawley,2012,Rent,reach_km,86.2538
E30000197,Crewe,2012,Rent,reach_km,80.7724
E30000198,Cromer and Sheringham,2012,Rent,reach_km,86.9971
E30000199,Darlington,2012,Rent,reach_km,103.7707
E30000200,Derby,2012,Rent,reach_km,86.4894
E30000201,Doncaster,2012,Rent,reach_km,80.7615
E30000202,Dudley,2012,Rent,reach_km,65.0746
E30000203,Durham and Bishop Auckland,2012,Rent,reach_km,129.093
E30000204,Eastbourne,2012,Rent,reach_km,89.4825
E30000205,Evesham,2012,Rent,reach_km,68.0597
E30000206,Exeter,2012,Rent,reach_km,166.2748
E30000208,Folkestone and Dover,2012,Rent,reach_km,92.5367
E30000209,Gloucester,2012,Rent,reach_km,85.7868
E30000210,Great Yarmouth,2012,Rent,reach_km,104.6599
E30000211,Grimsby,2012,Rent,reach_km,118.999
E30000212,Guildford and Aldershot,2012,Rent,reach_km,81.6023
E30000214,Harrogate,2012,Rent,reach_km,109.3621
E30000215,Hartlepool,2012,Rent,reach_km,111.2083
E30000216,Hereford,2012,Rent,reach_km,113.9888
E30000218,High Wycombe and Aylesbury,2012,Rent,reach_km,79.2936
E30000219,Huddersfield,2012,Rent,reach_km,78.7877
E30000220,Hull,2012,Rent,reach_km,141.3279
E30000221,Huntingdon,2012,Rent,reach_km,89.2462
E30000222,Ipswich,2012,Rent,reach_km,103.6301
E30000224,Kettering and Wellingborough,2012,Rent,reach_km,95.2243
E30000225,King's Lynn,2012,Rent,reach_km,96.7038
E30000226,Kingsbridge and Dartmouth,2012,Rent,reach_km,140.3294
E30000228,Leamington Spa,2012,Rent,reach_km,87.3188
E30000229,Leeds,2012,Rent,reach_km,108.8378
E30000230,Leicester,2012,Rent,reach_km,105.4791
E30000231,Lincoln,2012,Rent,reach_km,110.1188
E30000233,Liverpool,2012,Rent,reach_km,99.3697
E30000234,London,2012,Rent,reach_km,99.3326
E30000237,Luton,2012,Rent,reach_km,80.9384
E30000239,Manchester,2012,Rent,reach_km,122.3568
E30000240,Mansfield,2012,Rent,reach_km,65.3201
E30000241,Margate and Ramsgate,2012,Rent,reach_km,136.4666
E30000242,Medway,2012,Rent,reach_km,95.9893
E30000243,Milton Keynes,2012,Rent,reach_km,93.5436
E30000244,Newbury,2012,Rent,reach_km,71.6025
E30000245,Newcastle,2012,Rent,reach_km,183.0631
E30000247,Northampton,2012,Rent,reach_km,89.4271
E30000248,Norwich,2012,Rent,reach_km,115.5878
E30000249,Nottingham,2012,Rent,reach_km,98.6415
E30000250,Oxford,2012,Rent,reach_km,103.9625
E30000252,Penzance,2012,Rent,reach_km,235.5953
E30000253,Plymouth,2012,Rent,reach_km,196.7313
E30000254,Portsmouth,2012,Rent,reach_km,100.6298
E30000255,Preston,2012,Rent,reach_km,111.4034
E30000256,Reading,2012,Rent,reach_km,77.9267
E30000257,Redruth and Truro,2012,Rent,reach_km,281.3211
E30000260,Scunthorpe,2012,Rent,reach_km,113.6681
E30000261,Sheffield,2012,Rent,reach_km,96.757
E30000262,Shrewsbury,2012,Rent,reach_km,97.897
E30000264,Skegness and Louth,2012,Rent,reach_km,100.6193
E30000266,Slough and Heathrow,2012,Rent,reach_km,66.1764
E30000267,Southampton,2012,Rent,reach_km,87.754
E30000268,Southend,2012,Rent,reach_km,94.4557
E30000271,Stafford,2012,Rent,reach_km,88.6831
E30000272,Stevenage and Welwyn Garden City,2012,Rent,reach_km,75.3991
E30000273,Stoke-on-Trent,2012,Rent,reach_km,96.8366
E30000275,Sunderland,2012,Rent,reach_km,96.0639
E30000276,Swindon,2012,Rent,reach_km,100.6223
E30000278,Telford,2012,Rent,reach_km,77.3153
E30000279,Torquay and Paignton,2012,Rent,reach_km,167.06
E30000280,Trowbridge,2012,Rent,reach_km,101.7719
E30000281,Tunbridge Wells,2012,Rent,reach_km,63.0817
E30000283,Wakefield and Castleford,2012,Rent,reach_km,62.8219
E30000284,Warrington and Wigan,2012,Rent,reach_km,92.2185
E30000285,Weston-super-Mare,2012,Rent,reach_km,93.0327
E30000287,Wisbech,2012,Rent,reach_km,74.0001
E30000288,Wolverhampton and Walsall,2012,Rent,reach_km,75.1876
E30000289,Worcester and Kidderminster,2012,Rent,reach_km,95.3444
E30000291,Worksop and Retford,2012,Rent,reach_km,81.9186
E30000292,Worthing,2012,Rent,reach_km,74.9322
E30000293,Yeovil,2012,Rent,reach_km,131.3264
E30000294,York,2012,Rent,reach_km,108.0326
K01000005,Cinderford and Ross-on-Wye,2012,Rent,reach_km,64.191
K01000010,Carlisle,2012,Rent,reach_km,209.7667
K01000011,Chester,2012,Rent,reach_km,91.792
K01000013,Newport,2012,Rent,reach_km,92.8027
S22000013,Western Isles,2012,Rent,reach_km,411.1556
S22000035,Orkney Islands,2012,Rent,reach_km,607.4672
S22000039,Shetland Islands,2012,Rent,reach_km,620.1231
S22000047,Aberdeen,2012,Rent,reach_km,375.6719
S22000051,Ayr,2012,Rent,reach_km,125.2298
S22000054,Dumbarton and Helensburgh,2012,Rent,reach_km,151.4089
S22000055,Dumfries,2012,Rent,reach_km,183.6324
S22000056,Dundee,2012,Rent,reach_km,292.7773
S22000057,Dunfermline and Kirkcaldy,2012,Rent,reach_km,263.7805
S22000059,Edinburgh,2012,Rent,reach_km,277.0641
S22000060,Elgin,2012,Rent,reach_km,403.4621
S22000061,Falkirk and Stirling,2012,Rent,reach_km,216.6701
S22000063,Galashiels and Peebles,2012,Rent,reach_km,209.415
S22000065,Glasgow,2012,Rent,reach_km,208.9119
S22000068,Inverness,2012,Rent,reach_km,339.6175
S22000069,Kilmarnock and Irvine,2012,Rent,reach_km,114.5205
S22000070,Livingston,2012,Rent,reach_km,184.9105
S22000071,Motherwell and Airdrie,2012,Rent,reach_km,145.6283
S22000074,Perth,2012,Rent,reach_km,239.868
S22000085,Greenock,2012,Rent,reach_km,117.8991
W22000003,Bridgend,2012,Rent,reach_km,83.9571
W22000009,Haverfordwest and Milford Haven,2012,Rent,reach_km,207.637
W22000015,Newtown and Welshpool,2012,Rent,reach_km,130.1427
W22000021,Aberystwyth,2012,Rent,reach_km,166.2408
W22000022,Bangor and Holyhead,2012,Rent,reach_km,152.3589
W22000024,Cardiff,2012,Rent,reach_km,126.0548
W22000026,Colwyn Bay,2012,Rent,reach_km,109.7534
W22000028,Llanelli,2012,Rent,reach_km,160.67
W22000029,Merthyr Tydfil,2012,Rent,reach_km,60.7047
W22000031,Rhyl,2012,Rent,reach_km,91.3071
W22000032,Swansea,2012,Rent,reach_km,162.1478
W22000034,Wrexham,2012,Rent,reach_km,95.1712
E30000004,Barnsley,2013,Rent,reach_km,67.1688
E30000018,Bradford,2013,Rent,reach_km,90.174
E30000029,Halifax,2013,Rent,reach_km,81.4631
E30000046,Dorchester and Weymouth,2013,Rent,reach_km,103.033
E30000054,Grantham,2013,Rent,reach_km,95.4263
E30000061,Hastings,2013,Rent,reach_km,112.2628
E30000070,Isle of Wight,2013,Rent,reach_km,144.1455
E30000076,Lancaster and Morecambe,2013,Rent,reach_km,143.7492
E30000093,Middlesbrough and Stockton,2013,Rent,reach_km,140.1547
E30000108,Peterborough,2013,Rent,reach_km,86.8682
E30000124,Spalding,2013,Rent,reach_km,80.7567
E30000135,Thetford and Mildenhall,2013,Rent,reach_km,73.8187
E30000159,Andover,2013,Rent,reach_km,72.3078
E30000160,Ashford,2013,Rent,reach_km,76.19
E30000162,Barnstaple,2013,Rent,reach_km,140.3074
E30000163,Barrow-in-Furness,2013,Rent,reach_km,166.1313
E30000164,Basingstoke,2013,Rent,reach_km,78.4832
E30000165,Bath,2013,Rent,reach_km,73.7522
E30000166,Bedford,2013,Rent,reach_km,76.491
E30000167,Bideford,2013,Rent,reach_km,120.927
E30000168,Birkenhead,2013,Rent,reach_km,76.0553
E30000169,Birmingham,2013,Rent,reach_km,93.6687
E30000170,Blackburn,2013,Rent,reach_km,84.8005
E30000171,Blackpool,2013,Rent,reach_km,124.6068
E30000173,Blyth and Ashington,2013,Rent,reach_km,165.4784
E30000174,Boston,2013,Rent,reach_km,107.9838
E30000175,Bournemouth,2013,Rent,reach_km,107.4615
E30000179,Brighton,2013,Rent,reach_km,86.8732
E30000180,Bristol,2013,Rent,reach_km,109.6585
E30000182,Burnley,2013,Rent,reach_km,84.2806
E30000183,Burton upon Trent,2013,Rent,reach_km,81.7501
E30000184,Bury St Edmunds,2013,Rent,reach_km,72.7595
E30000186,Cambridge,2013,Rent,reach_km,104.6866
E30000187,Canterbury,2013,Rent,reach_km,74.3556
E30000188,Chelmsford,2013,Rent,reach_km,78.4672
E30000189,Cheltenham,2013,Rent,reach_km,79.7029
E30000190,Chesterfield,2013,Rent,reach_km,72.0729
E30000191,Chichester and Bognor Regis,2013,Rent,reach_km,81.9469
E30000192,Clacton,2013,Rent,reach_km,78.1735
E30000193,Colchester,2013,Rent,reach_km,82.1092
E30000195,Coventry,2013,Rent,reach_km,92.4686
E30000196,Crawley,2013,Rent,reach_km,79.73
E30000197,Crewe,2013,Rent,reach_km,89.3865
E30000198,Cromer and Sheringham,2013,Rent,reach_km,91.0286
E30000199,Darlington,2013,Rent,reach_km,117.9432
E30000200,Derby,2013,Rent,reach_km,94.1858
E30000201,Doncaster,2013,Rent,reach_km,92.6579
E30000202,Dudley,2013,Rent,reach_km,59.542
E30000203,Durham and Bishop Auckland,2013,Rent,reach_km,116.2201
E30000204,Eastbourne,2013,Rent,reach_km,87.3012
E30000205,Evesham,2013,Rent,reach_km,67.585
E30000206,Exeter,2013,Rent,reach_km,154.5423
E30000208,Folkestone and Dover,2013,Rent,reach_km,89.286
E30000209,Gloucester,2013,Rent,reach_km,82.5761
E30000210,Great Yarmouth,2013,Rent,reach_km,94.7074
E30000211,Grimsby,2013,Rent,reach_km,113.0781
E30000212,Guildford and Aldershot,2013,Rent,reach_km,77.1866
E30000214,Harrogate,2013,Rent,reach_km,111.2618
E30000215,Hartlepool,2013,Rent,reach_km,115.7279
E30000216,Hereford,2013,Rent,reach_km,115.2899
E30000218,High Wycombe and Aylesbury,2013,Rent,reach_km,73.2889
E30000219,Huddersfield,2013,Rent,reach_km,77.3625
E30000220,Hull,2013,Rent,reach_km,134.4243
E30000221,Huntingdon,2013,Rent,reach_km,95.747
E30000222,Ipswich,2013,Rent,reach_km,112.9077
E30000224,Kettering and Wellingborough,2013,Rent,reach_km,111.6434
E30000225,King's Lynn,2013,Rent,reach_km,97.074
E30000226,Kingsbridge and Dartmouth,2013,Rent,reach_km,124.7495
E30000228,Leamington Spa,2013,Rent,reach_km,85.5309
E30000229,Leeds,2013,Rent,reach_km,101.0928
E30000230,Leicester,2013,Rent,reach_km,109.7195
E30000231,Lincoln,2013,Rent,reach_km,116.9865
E30000233,Liverpool,2013,Rent,reach_km,100.0634
E30000234,London,2013,Rent,reach_km,100.861
E30000237,Luton,2013,Rent,reach_km,82.7055
E30000239,Manchester,2013,Rent,reach_km,123.5937
E30000240,Mansfield,2013,Rent,reach_km,83.6659
E30000241,Margate and Ramsgate,2013,Rent,reach_km,107.4716
E30000242,Medway,2013,Rent,reach_km,84.88
E30000243,Milton Keynes,2013,Rent,reach_km,99.995
E30000244,Newbury,2013,Rent,reach_km,76.6276
E30000245,Newcastle,2013,Rent,reach_km,187.0647
E30000247,Northampton,2013,Rent,reach_km,92.6942
E30000248,Norwich,2013,Rent,reach_km,119.9068
E30000249,Nottingham,2013,Rent,reach_km,107.3735
E30000250,Oxford,2013,Rent,reach_km,101.2231
E30000252,Penzance,2013,Rent,reach_km,237.521
E30000253,Plymouth,2013,Rent,reach_km,174.4811
E30000254,Portsmouth,2013,Rent,reach_km,106.6642
E30000255,Preston,2013,Rent,reach_km,118.5148
E30000256,Reading,2013,Rent,reach_km,71.1268
E30000257,Redruth and Truro,2013,Rent,reach_km,270.8889
E30000260,Scunthorpe,2013,Rent,reach_km,103.7647
E30000261,Sheffield,2013,Rent,reach_km,101.1027
E30000262,Shrewsbury,2013,Rent,reach_km,117.0207
E30000264,Skegness and Louth,2013,Rent,reach_km,98.1392
E30000266,Slough and Heathrow,2013,Rent,reach_km,68.5591
E30000267,Southampton,2013,Rent,reach_km,94.5512
E30000268,Southend,2013,Rent,reach_km,101.8216
E30000271,Stafford,2013,Rent,reach_km,83.2005
E30000272,Stevenage and Welwyn Garden City,2013,Rent,reach_km,69.5259
E30000273,Stoke-on-Trent,2013,Rent,reach_km,100.2908
E30000275,Sunderland,2013,Rent,reach_km,107.9928
E30000276,Swindon,2013,Rent,reach_km,89.5699
E30000278,Telford,2013,Rent,reach_km,82.9409
E30000279,Torquay and Paignton,2013,Rent,reach_km,157.3116
E30000280,Trowbridge,2013,Rent,reach_km,101.1291
E30000281,Tunbridge Wells,2013,Rent,reach_km,59.4522
E30000283,Wakefield and Castleford,2013,Rent,reach_km,68.8868
E30000284,Warrington and Wigan,2013,Rent,reach_km,88.1755
E30000285,Weston-super-Mare,2013,Rent,reach_km,88.1713
E30000287,Wisbech,2013,Rent,reach_km,81.0507
E30000288,Wolverhampton and Walsall,2013,Rent,reach_km,80.5753
E30000289,Worcester and Kidderminster,2013,Rent,reach_km,96.2842
E30000291,Worksop and Retford,2013,Rent,reach_km,76.4917
E30000292,Worthing,2013,Rent,reach_km,84.8567
E30000293,Yeovil,2013,Rent,reach_km,127.4086
E30000294,York,2013,Rent,reach_km,146.3699
K01000005,Cinderford and Ross-on-Wye,2013,Rent,reach_km,82.4453
K01000010,Carlisle,2013,Rent,reach_km,209.8206
K01000011,Chester,2013,Rent,reach_km,96.4283
K01000013,Newport,2013,Rent,reach_km,91.1732
S22000013,Western Isles,2013,Rent,reach_km,380.0964
S22000035,Orkney Islands,2013,Rent,reach_km,613.8049
S22000039,Shetland Islands,2013,Rent,reach_km,642.1703
S22000047,Aberdeen,2013,Rent,reach_km,367.4442
S22000051,Ayr,2013,Rent,reach_km,138.0312
S22000054,Dumbarton and Helensburgh,2013,Rent,reach_km,160.6795
S22000055,Dumfries,2013,Rent,reach_km,142.7558
S22000056,Dundee,2013,Rent,reach_km,253.6965
S22000057,Dunfermline and Kirkcaldy,2013,Rent,reach_km,204.4753
S22000059,Edinburgh,2013,Rent,reach_km,250.3332
S22000060,Elgin,2013,Rent,reach_km,320.6512
S22000061,Falkirk and Stirling,2013,Rent,reach_km,211.1068
S22000063,Galashiels and Peebles,2013,Rent,reach_km,158.4433
